name,year,imdb_rating,metascore,votes,genre,runtime
Embrace of the Serpent,(2015),7.8,82,23285,"Adventure, Biography, Drama",125
The Blackcoat's Daughter,(I) (2015),5.9,68,23181,"Horror, Mystery, Thriller",93
MI-5,(2015),6.2,47,23022,"Action, Drama, Thriller",104
Jane Got a Gun,(2015),5.9,49,22830,"Action, Drama, Western",98
Our Brand Is Crisis,(2015),6.1,53,22642,"Comedy, Drama",107
A Perfect Day,(I) (2015),6.8,60,22585,"Comedy, Drama, War",106
Bilal: A New Breed of Hero,(2015),7.7,52,22540,"Animation, Action, Adventure",105
Barely Lethal,(2015),5.4,44,22312,"Action, Comedy",96
"Hello, My Name Is Doris",(2015),6.6,63,21790,"Comedy, Drama, Romance",90
By the Sea,(2015),5.3,44,21553,"Drama, Romance",122
Into the Forest,(2015),5.8,59,21212,"Drama, Thriller",101
Kidnapping Mr. Heineken,(2015),6.1,33,21083,"Action, Crime, Drama",95
He Never Died,(2015),6.3,72,20951,"Comedy, Drama, Fantasy",99
The Gallows,(2015),4.2,30,20841,"Horror, Mystery, Thriller",81
Truth,(I) (2015),6.8,66,20429,"Biography, Drama, History",125
Alvin and the Chipmunks: The Road Chip,(2015),4.9,33,20357,"Animation, Adventure, Comedy",92
Dragon Blade,(2015),5.9,41,20302,"Action, Drama, Fantasy",127
Southbound,(2015),5.9,58,20053,Horror,89
The Devil's Candy,(2015),6.4,72,19955,"Drama, Horror, Thriller",79
The Vatican Tapes,(2015),4.8,38,19944,"Horror, Thriller",91
Tracers,(2015),5.6,45,19585,"Action, Crime, Drama",94
Winter on Fire: Ukraine's Fight for Freedom,(2015),8.3,79,19451,Documentary,102
Miss You Already,(2015),6.8,59,19141,"Comedy, Drama, Romance",112
We Are Still Here,(I) (2015),5.7,65,19120,"Horror, Mystery",84
Experimenter,(2015),6.6,81,18836,"Biography, Drama, History",98
Cartel Land,(2015),7.3,76,18532,Documentary,100
Deathgasm,(2015),6.3,65,18075,"Action, Comedy, Horror",86
The Program,(II) (2015),6.5,53,18063,"Biography, Drama, Sport",99
Meru,(2015),7.7,77,17981,"Documentary, Sport",90
Pay the Ghost,(2015),5.2,23,17893,"Horror, Mystery",94
The Survivalist,(2015),6.4,80,17566,"Drama, Sci-Fi, Thriller",104
The Human Centipede III (Final Sequence),(2015),2.8,5,17479,"Comedy, Horror",102
Maggie's Plan,(2015),6.2,76,17352,"Comedy, Drama, Romance",98
Extinction,(2015),5.8,46,17292,"Action, Adventure, Drama",112
The Hallow,(2015),5.7,65,17219,"Fantasy, Horror, Thriller",97
The Assassin,(2015),6.3,80,17150,"Action, Drama, History",105
The Overnight,(2015),6.1,65,17148,"Comedy, Mystery",79
Vice,(2015),4.2,17,16642,"Action, Sci-Fi, Thriller",96
The Sea of Trees,(2015),6.1,23,16424,"Drama, Fantasy, Mystery",110
Momentum,(I) (2015),5.5,18,16177,"Action, Crime, Thriller",96
Grandma,(2015),6.7,77,16175,"Comedy, Drama",79
Dheepan,(2015),7.2,76,16129,"Crime, Drama",115
Ashby,(2015),6.4,46,15823,"Comedy, Crime, Drama",100
Home Sweet Hell,(2015),5.5,22,15631,"Comedy, Crime, Thriller",98
Taxi,(III) (2015),7.3,91,15555,"Comedy, Drama",82
The Second Mother,(2015),7.7,82,15466,"Comedy, Drama",112
Our Little Sister,(2015),7.5,75,15302,"Drama, Family",127
War Room,(2015),6.4,26,15219,Drama,120
Rams,(2015),7.2,82,14572,Drama,93
Area 51,(2015),4.2,30,14546,"Horror, Mystery, Sci-Fi",91
Emelie,(2015),5.4,62,14400,"Horror, Mystery, Thriller",82
"What Happened, Miss Simone?",(2015),7.6,75,14134,"Documentary, Biography, Music",101
Soaked in Bleach,(2015),7.3,50,13864,"Documentary, Crime",90
Return to Sender,(I) (2015),5.1,23,13805,"Drama, Thriller",92
Louder Than Bombs,(2015),6.6,70,13528,Drama,109
The Clan,(2015),6.9,73,13518,"Biography, Crime, Drama",108
Men & Chicken,(2015),6.7,64,13399,"Comedy, Drama, Mystery",104
Tales of Halloween,(2015),5.5,64,13368,"Adventure, Comedy, Fantasy",97
Intruders,(2015),5.7,39,13267,"Drama, Horror, Thriller",90
Truman,(2015),7.3,81,13264,"Adventure, Comedy, Drama",108
The Meddler,(2015),6.3,68,13240,"Comedy, Drama, Romance",103
My King,(2015),7.1,68,13212,"Drama, Romance",124
My Scientology Movie,(2015),6.6,62,13093,Documentary,99
The Wolfpack,(2015),7.0,75,13046,"Documentary, Biography",90
The Bronze,(2015),6.1,44,12873,"Comedy, Drama, Sport",100
6 Years,(2015),5.5,53,12786,"Drama, Romance",79
Freeheld,(2015),6.6,50,12777,"Biography, Drama, Romance",103
Backtrack,(I) (2015),5.9,43,12763,"Drama, Fantasy, Horror",90
Forsaken,(I) (2015),6.3,55,12713,"Action, Drama, Western",90
Rock the Kasbah,(2015),5.5,29,12344,"Comedy, Music, War",106
Air,(I) (2015),5.1,33,12259,"Drama, Sci-Fi, Thriller",95
Queen of the Desert,(2015),5.7,39,11767,"Adventure, Biography, Drama",128
Sweet Bean,(2015),7.4,60,11744,Drama,113
Extraction,(II) (2015),4.1,25,11526,"Action, Thriller",82
Strange Magic,(2015),5.7,25,11465,"Animation, Adventure, Comedy",99
Jenny's Wedding,(2015),5.6,33,11438,"Comedy, Drama, Romance",94
Spare Parts,(I) (2015),7.2,50,11403,"Biography, Drama, History",114
A Christmas Horror Story,(2015),5.8,49,11343,"Fantasy, Horror, Mystery",99
The Club,(2015),7.2,73,11325,"Drama, Mystery, Thriller",98
Baskin,(2015),5.8,58,11067,"Crime, Drama, Fantasy",97
Synchronicity,(IV) (2015),5.4,39,10993,"Drama, Mystery, Romance",101
The Perfect Guy,(I) (2015),5.6,36,10866,"Drama, Romance, Thriller",100
A War,(2015),7.0,81,10795,"Crime, Drama, Thriller",115
People Places Things,(2015),6.8,68,10749,"Comedy, Romance",85
The Ones Below,(2015),6.1,63,10638,"Drama, Thriller",87
Man Down,(I) (2015),5.9,28,10561,"Drama, Thriller, War",90
A Royal Night Out,(2015),6.5,58,10519,"Comedy, Drama, Romance",97
4th Man Out,(2015),6.7,43,10470,"Comedy, Drama",86
Jeruzalem,(2015),4.8,45,10255,"Horror, Sci-Fi, Thriller",94
Chi-Raq,(2015),5.9,77,10250,"Comedy, Crime, Drama",127
Miles Ahead,(2015),6.4,64,10212,"Biography, Drama, Music",100
Desierto,(2015),6.1,51,10165,"Action, Adventure, Drama",88
Into the Grizzly Maze,(2015),5.3,43,10142,"Action, Adventure, Drama",94
Deadpool,(2016),8.0,65,1041615,"Action, Adventure, Comedy",108
Captain America: Civil War,(2016),7.8,75,791334,"Action, Adventure, Sci-Fi",147
Doctor Strange,(2016),7.5,72,746118,"Action, Adventure, Fantasy",115
Batman v Superman: Dawn of Justice,(2016),6.4,44,702370,"Action, Adventure, Sci-Fi",151
Arrival,(II) (2016),7.9,81,699239,"Drama, Mystery, Sci-Fi",116
Suicide Squad,(2016),5.9,40,688817,"Action, Adventure, Fantasy",123
Rogue One: A Star Wars Story,(2016),7.8,65,642415,"Action, Adventure, Sci-Fi",133
La La Land,(2016),8.0,94,592484,"Comedy, Drama, Music",128
Hacksaw Ridge,(2016),8.1,71,529224,"Biography, Drama, History",139
Zootopia,(2016),8.0,78,502574,"Animation, Adventure, Comedy",108
Split,(IX) (2016),7.3,62,502391,"Horror, Thriller",117
Fantastic Beasts and Where to Find Them,(2016),7.2,66,479052,"Adventure, Family, Fantasy",132
X-Men: Apocalypse,(2016),6.9,52,438259,"Action, Adventure, Sci-Fi",144
Passengers,(I) (2016),7.0,41,409658,"Drama, Romance, Sci-Fi",116
Moana,(I) (2016),7.6,81,339595,"Animation, Adventure, Comedy",107
The Nice Guys,(2016),7.3,70,332241,"Action, Comedy, Crime",116
10 Cloverfield Lane,(2016),7.2,76,331569,"Drama, Horror, Mystery",103
Moonlight,(I) (2016),7.4,99,310804,Drama,111
The Accountant,(2016),7.3,51,298756,"Action, Thriller",128
Now You See Me 2,(2016),6.4,46,293824,"Action, Adventure, Comedy",129
Manchester by the Sea,(2016),7.8,96,285537,Drama,137
Nocturnal Animals,(2016),7.5,67,282672,"Drama, Thriller",116
The Jungle Book,(2016),7.4,77,279580,"Adventure, Drama, Family",106
Finding Dory,(2016),7.3,77,279288,"Animation, Adventure, Comedy",97
Don't Breathe,(2016),7.1,71,278111,"Crime, Horror, Thriller",88
Sully,(2016),7.4,74,275604,"Biography, Drama",96
The Conjuring 2,(2016),7.3,65,274124,"Horror, Mystery, Thriller",134
Your Name.,(2016),8.4,79,271076,"Animation, Drama, Fantasy",106
Warcraft,(2016),6.7,32,266170,"Action, Adventure, Fantasy",123
Me Before You,(2016),7.4,51,257310,"Drama, Romance",106
Star Trek Beyond,(2016),7.0,68,248194,"Action, Adventure, Sci-Fi",122
Lion,(2016),8.0,69,238283,"Biography, Drama",118
Ghostbusters,(2016),6.8,60,233906,"Action, Comedy, Fantasy",117
Hell or High Water,(II) (2016),7.6,88,233788,"Crime, Drama, Thriller",102
Hidden Figures,(2016),7.8,74,232709,"Biography, Drama, History",127
Jason Bourne,(I) (2016),6.6,58,229686,"Action, Thriller",123
Train to Busan,(2016),7.6,73,224378,"Action, Horror, Thriller",118
War Dogs,(2016),7.1,57,223334,"Biography, Comedy, Crime",114
Captain Fantastic,(2016),7.8,72,221045,"Comedy, Drama",118
The Magnificent Seven,(2016),6.8,54,214179,"Action, Adventure, Western",132
The Secret Life of Pets,(2016),6.5,61,204603,"Animation, Adventure, Comedy",87
Assassin's Creed,(2016),5.6,36,200747,"Action, Adventure, Sci-Fi",115
Sausage Party,(2016),6.1,66,196999,"Animation, Adventure, Comedy",89
Central Intelligence,(2016),6.3,52,193785,"Action, Comedy, Crime",107
The Girl on the Train,(2016),6.5,48,189295,"Crime, Drama, Mystery",112
Independence Day: Resurgence,(2016),5.2,32,181301,"Action, Adventure, Sci-Fi",120
The Legend of Tarzan,(2016),6.2,44,178780,"Action, Adventure, Drama",110
Inferno,(I) (2016),6.2,42,178217,"Action, Adventure, Crime",121
The Promise,(II) (2016),6.0,49,176670,"Action, Adventure, Drama",133
Miss Peregrine's Home for Peculiar Children,(2016),6.7,57,176329,"Adventure, Drama, Family",127
Sing,(2016),7.1,59,173032,"Animation, Comedy, Family",108
Deepwater Horizon,(2016),7.1,68,171059,"Action, Drama, History",107
Kung Fu Panda 3,(2016),7.1,66,162174,"Animation, Action, Adventure",95
Jack Reacher: Never Go Back,(2016),6.1,47,161448,"Action, Crime, Drama",118
London Has Fallen,(2016),5.9,28,160607,"Action, Thriller",99
Allied,(2016),7.1,60,159366,"Action, Drama, Romance",124
Snowden,(2016),7.3,58,153974,"Biography, Crime, Drama",134
The Founder,(2016),7.2,66,153439,"Biography, Drama",115
The Handmaiden,(2016),8.1,84,150024,"Drama, Romance, Thriller",145
13 Hours,(2016),7.3,48,145720,"Action, Drama, History",144
Hush,(I) (2016),6.6,67,138056,"Horror, Thriller",82
The Great Wall,(I) (2016),5.9,42,137956,"Action, Adventure, Fantasy",103
"Hail, Caesar!",(2016),6.3,72,136604,"Comedy, Drama, Mystery",106
The Shallows,(2016),6.3,59,135110,"Action, Drama, Horror",86
Hunt for the Wilderpeople,(2016),7.8,81,132247,"Adventure, Comedy, Drama",101
Nerve,(I) (2016),6.5,58,132211,"Action, Adventure, Crime",96
Lights Out,(II) (2016),6.3,58,131987,"Horror, Mystery",81
Kubo and the Two Strings,(2016),7.7,84,130839,"Animation, Action, Adventure",101
The Edge of Seventeen,(2016),7.3,77,128799,"Comedy, Drama",104
Bad Moms,(2016),6.2,60,127604,Comedy,100
Dirty Grandpa,(2016),5.9,21,125680,Comedy,102
Neighbors 2: Sorority Rising,(2016),5.7,58,124617,Comedy,92
Allegiant,(2016),5.7,33,124362,"Action, Adventure, Mystery",120
Swiss Army Man,(2016),6.9,64,123725,"Comedy, Drama, Fantasy",97
The Autopsy of Jane Doe,(2016),6.8,65,121099,"Horror, Mystery, Thriller",86
Gods of Egypt,(2016),5.4,25,118770,"Action, Adventure, Fantasy",127
Why Him?,(2016),6.2,39,115599,Comedy,111
Silence,(I) (2016),7.1,79,114489,"Drama, History",161
The Huntsman: Winter's War,(2016),6.1,35,112045,"Action, Adventure, Drama",114
Alice Through the Looking Glass,(2016),6.2,34,111294,"Adventure, Family, Fantasy",113
The 5th Wave,(2016),5.2,33,111210,"Action, Adventure, Sci-Fi",112
Fences,(2016),7.2,79,110021,Drama,139
Patriots Day,(2016),7.3,69,104572,"Action, Crime, Drama",133
The Brothers Grimsby,(2016),6.2,44,104395,"Action, Adventure, Comedy",83
The Purge: Election Year,(2016),6.0,55,103104,"Action, Horror, Sci-Fi",108
Collateral Beauty,(2016),6.7,23,101424,"Drama, Romance",97
Money Monster,(2016),6.5,55,101298,"Crime, Drama, Mystery",98
A Cure for Wellness,(2016),6.4,47,100802,"Drama, Fantasy, Horror",146
The Neon Demon,(2016),6.1,51,97308,"Horror, Thriller",117
Resident Evil: The Final Chapter,(2016),5.5,49,95563,"Action, Horror, Sci-Fi",107
Sing Street,(2016),7.9,79,94964,"Comedy, Drama, Music",106
The Angry Birds Movie,(2016),6.3,43,94717,"Animation, Action, Adventure",97
Teenage Mutant Ninja Turtles: Out of the Shadows,(2016),5.9,40,94434,"Action, Adventure, Comedy",112
The Boy,(2016),6.0,42,94340,"Horror, Mystery, Thriller",97
The Lost City of Z,(2016),6.6,78,92853,"Adventure, Biography, Drama",141
Mike and Dave Need Wedding Dates,(2016),6.0,51,90604,"Comedy, Romance",98
How to Be Single,(2016),6.1,51,89692,"Comedy, Drama, Romance",110
A Monster Calls,(2016),7.4,76,89483,"Adventure, Drama, Family",108
The BFG,(2016),6.3,66,87526,"Adventure, Family, Fantasy",117
Mechanic: Resurrection,(2016),5.7,38,86448,"Action, Adventure, Crime",98
A Silent Voice: The Movie,(2016),8.1,78,83748,"Animation, Drama",130
Trolls,(2016),6.4,55,83442,"Animation, Adventure, Comedy",92
Paterson,(2016),7.3,90,83043,"Comedy, Drama, Romance",118
Office Christmas Party,(2016),5.9,42,82903,Comedy,105
Midnight Special,(2016),6.6,76,81543,"Drama, Mystery, Sci-Fi",112
Jackie,(V) (2016),6.7,81,80560,"Biography, Drama",100
Raw,(2016),7.0,81,79735,"Drama, Horror",99
Café Society,(2016),6.6,64,78094,"Comedy, Drama, Romance",96
Underworld: Blood Wars,(2016),5.7,23,77084,"Action, Adventure, Fantasy",91
Bridget Jones's Baby,(2016),6.5,59,77063,"Comedy, Drama, Romance",123
Miss Sloane,(2016),7.5,64,76493,Drama,132
The Infiltrator,(2016),7.0,66,74914,"Biography, Crime, Drama",127
The Fundamentals of Caring,(2016),7.3,55,73995,"Comedy, Drama",97
Triple 9,(2016),6.3,52,73160,"Action, Crime, Thriller",115
Zoolander 2,(2016),4.7,34,71236,"Action, Adventure, Comedy",101
The Wailing,(2016),7.4,81,70451,"Drama, Horror, Mystery",156
Ice Age: Collision Course,(2016),5.6,34,68276,"Animation, Adventure, Comedy",94
Elle,(I) (2016),7.1,89,67913,"Crime, Drama, Thriller",130
The Finest Hours,(2016),6.7,58,67683,"Action, Drama, History",117
Criminal,(2016),6.3,36,67232,"Action, Sci-Fi, Thriller",113
Ouija: Origin of Evil,(2016),6.2,65,66684,"Drama, Horror, Mystery",99
Colossal,(2016),6.2,70,66000,"Comedy, Drama, Fantasy",109
Blood Father,(2016),6.4,66,65227,"Action, Crime, Drama",88
Gold,(I) (2016),6.7,49,65106,"Crime, Drama",120
Keeping Up with the Joneses,(2016),5.9,34,64013,"Action, Comedy",105
Storks,(2016),6.8,56,63454,"Animation, Adventure, Comedy",87
Popstar: Never Stop Never Stopping,(2016),6.7,68,63192,"Comedy, Drama, Musical",87
The Salesman,(2016),7.7,85,61318,"Drama, Thriller",124
"I, Daniel Blake",(2016),7.8,78,60983,Drama,100
The Girl with All the Gifts,(2016),6.6,67,60868,"Action, Adventure, Drama",111
Ride Along 2,(2016),5.9,32,59864,"Action, Comedy, Crime",102
Pete's Dragon,(2016),6.7,71,59178,"Action, Adventure, Comedy",102
Free State of Jones,(2016),6.9,53,58852,"Action, Biography, Drama",139
Live by Night,(2016),6.4,49,57848,"Action, Thriller",129
The Light Between Oceans,(2016),7.2,60,57583,"Drama, Romance",133
Pride and Prejudice and Zombies,(2016),5.8,45,57482,"Action, Comedy, Fantasy",108
Florence Foster Jenkins,(2016),6.8,71,56956,"Biography, Comedy, Drama",111
Everybody Wants Some!!,(2016),6.9,84,56103,Comedy,117
Whiskey Tango Foxtrot,(2016),6.6,57,53381,"Biography, Comedy, Drama",112
The Belko Experiment,(2016),6.1,44,52467,"Horror, Thriller",89
Anthropoid,(2016),7.2,59,49781,"Action, Biography, Drama",120
Keanu,(2016),6.2,63,49664,"Action, Comedy, Crime",100
Toni Erdmann,(2016),7.3,93,49043,"Comedy, Drama",162
Before I Wake,(2016),6.2,68,47897,"Drama, Fantasy, Horror",97
Free Fire,(2016),6.3,63,47577,"Action, Comedy, Crime",91
The Do-Over,(2016),5.7,22,47525,"Action, Adventure, Comedy",108
The Boss,(2016),5.4,40,46929,Comedy,99
Blair Witch,(2016),5.0,47,46927,"Horror, Mystery, Thriller",89
Imperium,(I) (2016),6.5,68,46843,"Biography, Crime, Drama",109
20th Century Women,(2016),7.3,83,46219,"Comedy, Drama",119
A Hologram for the King,(2016),6.1,58,45326,"Comedy, Drama, Romance",98
The Take,(2016),6.3,48,45244,"Action, Crime, Drama",92
Ben-Hur,(2016),5.7,38,44810,"Action, Drama, Romance",123
Morgan,(2016),5.8,48,43865,"Action, Horror, Sci-Fi",92
American Honey,(2016),7.0,80,43747,"Adventure, Drama, Romance",163
The Forest,(I) (2016),4.8,34,43594,"Horror, Mystery, Thriller",93
Brimstone,(2016),7.0,45,42116,"Drama, Mystery, Thriller",148
The Choice,(I) (2016),6.5,26,41544,"Drama, Romance",111
Personal Shopper,(2016),6.1,77,41018,"Mystery, Thriller",105
Better Watch Out,(II) (2016),6.5,67,40783,"Comedy, Horror, Thriller",89
Race,(I) (2016),7.1,56,38295,"Biography, Drama, Sport",134
Mother's Day,(I) (2016),5.6,18,37711,"Comedy, Drama, Romance",118
The Void,(I) (2016),5.9,62,37532,"Horror, Mystery, Sci-Fi",90
Meet the Blacks,(2016),4.8,26,36858,"Comedy, Horror",94
13th,(2016),8.2,83,35955,"Documentary, Crime, History",100
The Red Turtle,(2016),7.5,86,35808,"Animation, Drama, Family",80
Loving,(2016),7.0,79,34915,"Biography, Drama, Romance",123
The Bad Batch,(2016),5.2,62,32503,"Action, Horror, Mystery",118
Julieta,(2016),7.1,73,32397,"Drama, Mystery, Romance",99
A Street Cat Named Bob,(2016),7.3,54,31902,"Biography, Drama, Family",103
My Big Fat Greek Wedding 2,(2016),6.0,37,31633,"Comedy, Romance",94
The Whole Truth,(2016),6.2,46,29637,"Crime, Drama, Mystery",93
Mr. Church,(2016),7.6,37,29235,"Comedy, Drama",104
Risen,(2016),6.3,51,28800,"Action, Drama, History",107
Shin Godzilla,(2016),6.8,67,28767,"Action, Drama, Horror",120
Cell,(I) (2016),4.4,38,28572,"Action, Adventure, Horror",98
Under the Shadow,(2016),6.8,83,28274,"Drama, Fantasy, Horror",84
Before the Flood,(2016),8.2,63,28090,"Documentary, News",96
Bleed for This,(2016),6.8,62,28043,"Biography, Drama, Sport",117
Bad Santa 2,(2016),5.6,38,26758,"Comedy, Crime, Drama",92
Friend Request,(2016),5.2,31,26731,"Horror, Mystery, Thriller",92
Miracles from Heaven,(2016),7.1,44,26224,"Biography, Drama, Family",109
My Life as a Zucchini,(2016),7.7,85,26156,"Animation, Comedy, Drama",70
Love & Friendship,(2016),6.4,87,25362,"Comedy, Drama, Romance",90
Amanda Knox,(2016),6.9,78,25080,"Documentary, Crime",92
Special Correspondents,(2016),5.9,36,24791,Comedy,101
Lady Macbeth,(2016),6.8,76,24465,"Drama, Romance",89
It's Only the End of the World,(2016),6.8,48,23916,Drama,97
Ae Dil Hai Mushkil,(2016),5.8,40,23867,"Drama, Music, Musical",158
Get a Job,(2016),5.2,31,23755,Comedy,83
True Memoirs of an International Assassin,(2016),5.9,37,23322,"Action, Comedy, Crime",98
Nine Lives,(I) (2016),5.3,11,23203,"Comedy, Drama, Family",87
Billy Lynn's Long Halftime Walk,(2016),6.2,53,23078,"Action, Drama, Sport",113
Leap!,(2016),6.7,48,22823,"Animation, Adventure, Comedy",89
Marauders,(2016),5.5,42,22806,"Action, Crime, Thriller",107
Our Kind of Traitor,(2016),6.2,57,22618,"Crime, Drama, Thriller",108
I Am Not Your Negro,(2016),7.9,95,22284,"Documentary, History",93
Brain on Fire,(2016),6.6,34,22263,"Biography, Drama",88
Kingsglaive: Final Fantasy XV,(2016),6.7,35,22084,"Animation, Action, Adventure",110
The Limehouse Golem,(2016),6.3,63,21993,"Crime, Mystery, Thriller",109
Fifty Shades of Black,(2016),3.5,28,21922,Comedy,92
Denial,(II) (2016),6.7,63,21911,"Biography, Drama",109
31,(2016),5.1,35,21470,"Horror, Thriller",102
Dark Crimes,(2016),4.6,24,21399,"Crime, Drama, Thriller",92
The Birth of a Nation,(2016),6.5,69,21288,"Biography, Drama, History",120
Skiptrace,(2016),5.6,50,21238,"Action, Adventure, Comedy",107
David Brent: Life on the Road,(2016),6.3,54,20952,"Comedy, Music",96
Tallulah,(2016),6.7,63,20535,"Comedy, Drama, Romance",111
Their Finest,(2016),6.7,76,20427,"Comedy, Drama, Romance",117
Aquarius,(I) (2016),7.4,88,20063,Drama,146
Genius,(2016),6.5,56,19909,"Biography, Drama",104
"Crouching Tiger, Hidden Dragon: Sword of Destiny",(2016),6.1,47,19895,"Action, Adventure, Drama",96
Max Steel,(2016),4.6,22,19745,"Action, Adventure, Fantasy",92
The Trust,(2016),5.4,58,19740,"Crime, Thriller",92
In a Valley of Violence,(2016),6.1,64,19561,"Action, Western",104
War on Everyone,(2016),5.8,50,19519,"Action, Comedy, Crime",98
Pele: Birth of a Legend,(2016),7.1,39,19276,"Biography, Drama, Sport",107
Maudie,(2016),7.6,65,19161,"Biography, Drama, Romance",115
Tickled,(2016),7.5,76,19121,"Documentary, Crime, Mystery",92
Mine,(II) (2016),5.8,40,19023,"Drama, Fantasy, Thriller",106
A Dark Song,(2016),6.2,71,18592,"Drama, Fantasy, Horror",100
